かちっと来る,18
勝ち誇る,17
隔靴掻痒,18
かったるい,6
渇望,16
哀しい,2
悲しい,2
悲しがる,2
悲しさ,2
哀しさ,2
悲しまれる,2
悲しみ,2
悲しむ,2
叶わない,2
雷に打たれる,13
絡む,6
軽がろしい,0
軽んじる,3
軽んずる,3
可愛がる,10
可哀想,9
奸悪,15
感悦,7
感慨,7
感慨無量,7
汗顔,15
歓喜,5
感泣,7
感興,7
感極まる,5
艱苦,11
感激,7
歓呼,5
感謝,7
癇癪,18
感傷,9
歓笑,5
歓心,5
寒心,1
感心,13
莞爾,0
感じ入る,7
感情的,8
感情を害する,6
感情を昂らせる,8
歓声,8
感嘆,8
歓天喜地,5
感動,7
感に堪える,8
癇に障る,18
感に堪えない,8
勘忍袋の緒が切れる,18
感服,10
感無量,5
感銘,7
寛容,0
歓楽,5
感涙,7
歓を尽くす,14
賀意,0
慨然,15
慨嘆,15
愕然,13
がっかり,7
がっくり,7
我慢ならない,18
がみがみ,6
がめつい,6
気鬱,15
消え入りたい,15
喜悦,5
気後れ,12
気落ち,12
気を揉む,15
気を悪くする,18
気がある,10
気が置かれる,12
気が重い,15
気懸かり,15
気が軽い,0
気が気でない,1
気が沈む,15
気が急く,1
気が立つ,18
気が咎める,12
気兼ね,12
気が引き締まる,12
気が参る,12
気が滅入る,12
気が揉める,0
気が緩む,0
気が楽,0
気軽,0
気軽い,0
嬉嬉,5
聞き苦しい,6
聞き捨てならない,6
聞き辛い,6
聞きにくい,6
危懼,16
危惧,16
気苦労,1
危険,15
機嫌好い,0
きざっぽい,6
気障り,18
キショい,6
喜色,5
気色が悪い,18
気色を害する,18
気色を悪くする,18
傷痕,2
気遣い,10
気遣う,10
気遣わしい,15
傷付く,1
気忙しい,1
気忙しさ,1
汚い,18
汚らしい,6
狐に撮まれたよう,13
気詰まり,1
気に入る,10
気に食わない,6
気に障る,18
気になる,10
気に入らない,6
気に病む,15
気抜け,12
気の毒,9
気恥ずかしい,15
気恥ずかしさ,15
厳しい,1
気塞ぎ,15
気分が和む,0
気分が弾む,14
気まずい,13
気まずさ,13
きまりが悪い,15
気味が悪い,6
気味悪い,6
気味悪さ,6
気持ちいい,0
気持ちが傷付けられる,2
気持ちが沈む,15
気持ちが和む,0
気持ちが晴れる,0
気持ちが晴れ渡る,0
気持ちが好い,0
気持ちが悪くなる,2
気持ちの好いものではない,6
気持ちよい,0
気持ち良い,0
気持ち悪い,6
肝を潰す,13
肝を冷やす,13
きゃあ,13
キャッ,13
気安い,0
窮屈,6
窮する,13
杞憂,15
驚異,13
恐悦,7
恭賀,0
驚愕,13
驚懼,13
興が醒める,6
興がる,14
狂喜,5
驚喜,5
恟恟,1
恐懼,1
恐慌,1
興醒め,6
興趣,14
郷愁,0
恐縮,1
興じる,14
驚嘆,13
驚天動地,13
驚倒,13
恐怖,1
驚怖,1
恐怖感,1
凶暴,15
興味深い,8
享楽,14
狂恋,10
虚心坦懐,0
虚脱感,15
きょときょと,15
きょとんとする,13
虚無,2
嫌い,15
嫌う,15
気楽,0
気を腐らせる,15
気を呑まれる,7
欣快,5
欣喜,5
欣喜雀躍,5
欣欣,5
欣幸,0
欣然,5
緊張,12
緊張感,12
緊張がほどける,0
緊迫,12
欣慕,5
欣躍,5
疑懼,15
ぎくっ,13
ぎくり,13
ぎっくり,13
義憤,18
ぎゃあ,13
逆上,18
仰天,13
御慶,0
ぎょっとする,1
苦,1
悔い,7
悔いる,7
空虚,2
臭い,6
腐る,15
くしゃくしゃな顔,5
苦笑,6
苦渋,1
くすくす,14
くすぐったい,0
くだらない,6
口煩い,6
口惜しい,7
くちぎたない,6
唇を噛む,7
くちやかましい,6
苦衷,1
喰って掛かる,18
苦痛,1
屈辱,7
屈辱感,7
寛ぎ,0
寛ぐ,0
寛げる,0
くどい,6
苦悩,1
首っ丈,10
首をすくめる,1
曇る,15
苦悶,1
悔しい,7
悔しがる,7
悔しさ,7
悔し泣き,7
悔し涙,7
悔み,7
悔む,7
くよくよ,15
暗い,6
狂い怒る,18
苦しい,1
苦しさ,1
苦しみ,1
苦しみ悶える,1
苦しむ,1
苦労,1
具合が悪い,16
具合悪い,16
愚図愚図,6
愚図る,6
ぐっと来る,7
敬愛,10
慶賀,5
慶祝,5
慶する,5
傾倒,10
敬服,10
敬慕,10
気圧される,7
汚らわしい,6
毛嫌い,15
気色ばむ,18
懸想,10
気怠い,12
血相を変える,7
血涙,18
懸念,15
けばけばしい,6
煙い,6
煙たい,6
けろっ,0
けろり,0
慊焉,6
倦厭,6
嫌悪,15
嫌悪感,15
嫌忌,15
倦怠,6
倦怠感,12
権幕,18
激越,8
激語,8
激賞,0
激情,8
激する,8
激怒,18
激憤,18
逆鱗に触れる,18
げっ,13
激昂,18
げっそり,12
下品,6
下劣,6
元気,0
減退,15
げんなり,6
幻滅,18
恋,10
恋い焦がれる,10
恋心,10
恋しい,10
恋しさ,10
恋する,10
冀う,16
恋う,10
厚意,10
好意,10
光栄,17
厚恩,7
後悔,7
交歓,14
好感,10
慷慨,18
好機,8
耿耿,15
恍惚,10
恍惚感,10
厚志,10
昂進,8
厚情,10
困じる,13
困ずる,13
昂然,17
浩然,0
紅潮,15
幸福,0
幸福感,0
公憤,18
興奮,8
昂揚,8
荒涼,2
紅涙,2
小煩い,6
声を荒立てる,18
声が潤む,2
小躍り,5
焦がれる,10
小汚い,6
酷悪,15
焦げ臭い,6
心地良い,0
心地良さ,0
心憂い,15
心後れ,15
心悲しい,2
心悲しさ,2
心が痛む,2
心が動かされる,7
心が重い,2
心懸かり,15
心が傷付く,2
心が傷付けられる,2
心が弾む,14
心が張り詰める,1
心が細る,15
心苦しい,1
心苦しさ,1
心淋しい,2
心遣い,0
心強い,0
心憎い,18
心の痛み,2
心の傷,2
心残り,7
心細い,15
心細さ,15
心持ちが好くない,15
心持ちが悪い,15
心許ない,15
心安い,0
心行く,0
快い,0
快く思わない,6
心を奪われる,10
心を砕く,15
心を遣る,10
小淋しい,2
小賢しい,6
腰を抜かす,13
小癪,6
小突かれる,1
姑息,15
こそばゆい,15
小面憎い,15
孤独,2
孤独感,2
小憎らしい,18
好ましい,10
好ましさ,10
好まない,15
好み,10
好む,10
困り切る,13
困り抜く,13
困り果てる,13
困る,13
小難しい,6
小やかましい,6
こらぁ,18
懲り懲り,12
怖,1
怖い,1
恐い,1
怖がる,1
怖怖,1
恐恐,1
怖さ,1
強張る,1
困却,13
困窮,13
困苦,13
困惑,13
合歓,5
号泣,7
号哭,7
業腹,18
強欲,6
業を煮やす,18
御機嫌,0
ゴメン,2
最愛,10
最悪,15
再燃,8
幸い,0
逆恨み,18
蔑む,3
差出がましい,1
殺気立つ,8
さっぱり,0
さばさば,0
寂しい,2
淋しい,2
淋しがる,2
淋しさ,2
寒気,1
寒寒,2
さめざめ,2
冷める,18
騒がしい,6
騒ぎ立つ,6
爽やか,0
鑽仰,10
讃嘆,10
三拝九拝,1
慚愧,15
残念,7
幸せ,0
私怨,18
しおしお,7
しかめっ面,2
しかめる,2
叱り付ける,18
叱り飛ばす,18
叱る,18
しくしく,2
四苦八苦,1
嗜好,10
至情,0
静まる,1
沈み込む,15
沈む,15
慕い寄る,10
慕う,10
舌打ち,6
親しみ,10
親しむ,10
したり顔,17
慕わしい,10
七面倒臭い,6
嫉視,18
叱責,18
叱咤,18
失墜感,18
嫉妬,18
失意,7
しつこい,6
失望,18
失望感,18
失恋,2
忍び泣き,2
忍び泣く,2
偲ぶ,10
痺れる,8
私憤,18
渋る,12
思慕,10
湿っぽい,6
湿っぽさ,6
湿る,6
謝意,7
癪,18
癪に障る,18
しゃくり上げる,2
しゃくり泣き,2
醜悪,6
秋思,2
愁思,2
愁傷,2
周章,1
周章狼狽,1
愁色,15
愁然,15
愁訴,1
愁嘆,2
羞恥,15
羞恥心,15
祝着,0
愁眉,15
愁眉を開く,0
秋風落莫,2
祝意,0
宿怨,18
祝賀,0
祝する,0
朱を注ぐ,15
春愁,2
鍾愛,10
憧憬,10
衝撃,13
悄悄,15
悄悄と,15
傷心,2
焦心,11
憔悴,2
悚然,15
悄然,15
焦躁,18
賞嘆,0
悄沈,12
焦慮,1
性悪,15
食指を動かす,8
食傷,6
悄気返る,18
悄気る,18
ショッキング,13
ショック,13
しょぼしょぼ,2
しょぼたれる,2
しょんぼり,2
白ける,13
しらける,13
親愛,10
震撼,13
心外,6
震駭,15
辛気臭い,6
呻吟,1
辛苦,2
神経が張り詰める,12
深謝,7
心酔,10
親善,10
心臓が止まる,13
心中穏やかでない,18
心痛,9
しんどい,2
心配,16
心服,10
しんみり,2
心労,1
辛労,1
慈愛,0
じいんと,2
自棄,18
自虐,2
忸怩,15
自己嫌悪,12
自失,15
ジジくさい,6
自若,0
自責,12
地団太を踏む,7
自嘲,12
慈悲,9
自暴自棄,15
自慢たらしい,6
じめじめ,6
寂然,2
雀躍,5
邪魔,6
邪魔くさい,6
充実感,5
情,12
情愛,10
情炎,8
上気,18
上機嫌,14
情熱,8
情欲,10
焦らす,6
じりじり,6
焦れったい,6
焦れったがる,6
焦れったさ,6
焦れる,6
仁愛,10
すうっと,0
末恐ろしい,15
すえたのもしい,16
好かない,15
清々しい,0
好き,10
好き好む,10
救われる,5
すごすご,15
荒む,15
啜り上げる,2
啜り泣き,2
啜り泣く,2
すっきり,0
素っ頓狂,13
捨て台詞,6
捨て鉢,18
素晴らしい,7
すまん,2
随喜,5
図々しい,6
杜撰,6
清清,0
凄絶,8
凄愴,9
青天の霹靂,13
積怨,18
急き込む,1
寂莫,2
寂莫感,2
積憤,18
赤面,15
寂寥,2
寂寥感,2
せこい,6
背筋が氷つく,1
背筋が凍る,1
世知辛い,6
切ない,2
切ない思い,2
切なさ,2
狭苦しい,6
責め苦,1
戦意,8
戦々恐々,15
センチメンタル,15
羨望,18
旋毛を曲げる,18
戦慄,1
戦慄感,1
鮮烈,8
絶句,13
絶好調,0
絶体絶命,15
絶頂感,0
絶望,18
粗悪,15
壮快,0
爽快,0
総毛立つ,1
相好を崩す,5
相思相愛,10
壮絶,1
騒々しい,6
蒼白,15
爽涼,0
惻隠,9
沮喪,15
嫉み,18
嫉む,18
空恐ろしい,15
空恐ろしさ,15
空空しい,6
空恥ずかしい,15
空喜び,5
そわそわ,1
憎悪,15
憎悪感,15
俗悪,6
ぞくぞくする,1
俗っぽい,6
ぞっこん,10
ぞっとしない,6
ぞっとする,1
存外,13
大慶,5
大切,10
泰然,0
泰然自若,0
大息,15
怠惰,12
高鳴る,8
高飛車,18
昂り,8
昂,8
昂ぶる,8
高笑い,5
多岐亡羊,15
たくましい,8
猛り狂う,8
猛り立つ,8
猛る,8
多謝,7
たじたじ,13
たじろぐ,13
助かりました,7
助かります,7
立ち竦む,13
愉しい,14
楽しい,14
楽しかった,14
楽しがる,14
楽しさ,14
楽しみ,14
楽しむ,14
頼もしい,0
たまげる,13
魂を奪われたよう,15
堪らない,10
堪り兼ねる,10
溜息,15
ため息をつく,15
躊躇い,13
躊躇う,13
揺蕩う,13
弛み,12
弛む,0
頼り無い,15
頼りなさ,15
嘆賞,10
嘆じる,0
嘆ずる,0
嘆声,0
嘆息,0
淡淡,10
耽溺,10
嘆美,0
大悦,5
大嫌い,15
大事,10
大好き,10
惰気,12
ダサい,6
だらしない,6
怠い,12
だるい,6
だれ気味,12
だれる,12
断腸の思い,2
小さくなる,1
力を落とす,18
力落し,18
力が抜ける,0
力付く,8
力強い,8
力抜け,0
ちくちく,6
縮こまる,15
縮み上がる,15
恥辱,15
恥辱感,15
血なまぐさい,6
血の気が引く,1
血の涙,2
血走る,18
血迷う,18
チャーミング,10
躊躇,12
惆悵,18
中っ腹,6
寵愛,10
弔意,2
悵然,18
長嘆,15
沈鬱,15
鎮静,0
沈潜,10
沈着,10
沈痛,2
追悼,2
追慕,2
痛快,0
痛快さ,0
痛快味,0
痛哭,2
痛恨,18
痛心,2
痛惜,2
痛嘆,2
痛憤,18
痛痒,1
閊えが下がる,0
閊えが取れる,0
つまらない,6
つまんない,6
冷たい,6
辛い,6
辛さ,2
つれない,6
つんつん,6
つんと,6
涕泣,2
啼泣,2
諦念,18
涕涙,2
敵意,15
敵愾心,15
敵視,15
照れ隠し,15
照れ臭い,15
照れ臭さ,15
照れる,15
溺愛,10
吐息,0
陶酔,10
陶然,0
尊ぶ,10
当惑,13
ときめかす,10
ときめき,10
ときめく,10
得意,17
とげとげしい,6
所得顏,0
妬心,18
飛び上がる,13
飛び退く,13
途方に暮れる,13
トホホ,3
戸惑い,13
戸惑う,13
取り越し苦労,16
取り残される,15
鳥肌,1
取り乱す,18
とろい,6
蕩ける,10
怒,18
動悸,15
同慶,5
慟哭,2
瞠若,13
同情,9
動じる,0
動顛,13
胴震い,8
瞠目,13
動揺,15
怒気,18
どきっ,10
どきどき,10
どきり,1
どきん,1
どぎつい,6
どぎまぎ,15
度肝を抜かれる,13
怒号,18
怒声,18
怒鳴り込む,18
怒鳴り散らす,18
怒鳴り付ける,18
怒鳴る,18
怒罵,18
どよめく,13
どんより,6
萎え萎む,15
萎える,15
長たらしい,6
泣き,2
泣き明かす,2
泣き顔,2
泣き崩れる,2
泣き暮らす,2
泣き暮れる,2
泣き込む,2
泣き声,2
泣き叫ぶ,2
泣き沈む,2
泣きじゃくる,2
泣きたい,2
泣き出す,2
泣き付く,2
泣き面,2
泣き泣き,2
泣き濡れる,2
泣き腫らす,2
泣き伏す,2
泣き咽ぶ,2
泣き別れ,2
泣き別れる,2
泣く,2
泣く泣く,2
泣ける,8
嘆かわしい,18
嘆き,15
嘆き明かす,15
嘆き悲しむ,15
嘆く,15
和やか,0
名残惜しい,2
名残惜しむ,2
情けない,12
情けなさ,12
馴染む,10
懐かしい,0
懐かしがる,0
懐かしさ,0
懐かしみ,0
懐かしむ,0
懐く,0
生唾を呑む,16
涙,2
涙雨,2
涙をのむ,7
涙が込み上げる,2
涙ぐましい,9
涙ぐむ,2
涙声,2
波立つ,18
涙に掻き暗れる,2
涙に暮れる,2
涙に咽ぶ,2
悩まされる,11
悩ましい,11
悩ます,11
悩み,11
悩む,11
馴れ馴れしい,15
難渋,1
ナンセンス,6
なんと,13
なんとまあ,13
煮え返る,18
煮え繰り返る,18
煮え立つ,18
煮え湯を飲まされる,18
苦い,6
苦いものが込み上げる,7
苦手,15
苦々しい,15
苦り切る,15
苦る,15
苦笑い,18
憎い,18
憎く思う,18
憎しみ,18
憎たらしい,18
憎体,18
憎々しい,18
憎む,18
憎らしい,18
憎らしさ,18
にこにこ,5
にこやか,5
にたにた,5
にっこり,5
二の足を踏む,12
にやにや,5
にやり,5
睨み付ける,18
睨む,18
人情,10
にんまり,5
糠喜び,5
寝苦しい,1
妬ましい,18
妬ましがる,18
妬み,18
妬み憎む,18
妬む,18
ねちっこい,15
熱愛,10
熱を上げる,8
熱情,10
熱に浮かされる,2
熱涙,7
悩殺,11
悩乱,15
血の気が上る,18
残り多い,18
残り惜しい,18
ノスタルジア,10
伸び伸び,0
逆上せ,10
逆上せ上がる,10
のめり込む,10
呪い,18
呪う,18
呪わしい,18
暢気,0
のんびり,0
儚い,2
図らずも,13
歯痒い,6
剥れる,18
吐き気,15
吐気,15
歯軋り,18
博愛,0
激しい,18
はしたない,6
燥ぐ,14
恥,15
恥じ入る,15
恥をかく,15
恥じらい,15
恥じらう,15
恥じる,15
恥ずかしい,15
恥ずかしがる,15
恥ずかしさ,15
はた迷惑,6
肌が粟立つ,1
肌に粟を生じる,1
はっと,13
ハッピー,0
初恋,2
鼻白む,6
鼻たかだか,17
はにかむ,15
腹いせ,18
腹が立つ,18
腹黒い,6
腹立たしい,18
腹立たしさ,18
腹立ち,18
腹立つ,18
腹に据え兼ねる,18
腹の虫が収まらない,18
はらはら,1
腸が千切れる,2
腸を抉られる,1
腹を立てる,18
張り合いが抜ける,15
晴れがましい,0
晴れ晴れ,0
晴れ晴れしい,0
晴れやか,0
反感,15
反抗心,6
煩悶,1
煩労,11
ばかくさい,5
ばかばかしい,5
バカヤロー,18
馬鹿らしい,5
ばっちい,6
ばつが悪い,6
万歳,0
悲哀,2
悲哀感,2
贔屓,6
ひいひい,1
冷え切る,2
冷え冷え,2
冷える,2
悲観,2
僻み,18
僻む,18
悲泣,2
卑怯,6
悲惨,9
悲秋,2
悲愁,2
悲傷,2
悲壮,2
悲愴,2
顰み,15
卑俗,15
悲嘆,2
悲痛,9
一安心,0
人恋しい,2
人懐こい,10
ひとりぼっち,2
酷い,15
悲風,2
悲憤,2
悲鳴,13
冷や汗,1
ひやっ,1
冷や冷や,1
ひやり,1
拍子抜け,15
表情を強張らせる,1
開いた口が塞がらない,5
悲涙,2
怯む,1
卑劣,6
悲恋,2
卑猥,6
顰蹙,15
びくっ,13
びくつく,15
びくびく,15
びくり,13
微笑,0
吃驚,13
吃驚仰天,13
憫察,9
ぴくぴく,1
ぴりぴり,18
不安,15
不安がる,15
不安定,6
不快,15
不快感,15
不快さ,15
腑甲斐無い,6
不機嫌,18
不気味,6
不気味さ,6
不興,15
不謹慎,6
膨れっ面,6
不潔,6
耽る,10
不幸,7
鬱ぎ込む,15
鬱ぐ,15
伏し目,15
不承不承,6
父性愛,10
吹っ切れる,0
怫然,18
ふてぶてしい,6
腑抜け,3
不憫,9
不憫さ,9
不服,6
不平,6
不本意,6
不満,6
不満足,6
不味,6
不面目,2
不愉快,15
不愉快感,15
不愉快さ,18
ふらち,15
ふらふら,1
不慮,13
奮い起こす,8
奮い立つ,8
震い付く,8
震う,1
震え上がる,1
震え戦く,1
震えが来る,1
震え出す,1
震える,1
憤慨,18
奮起,8
憤激,18
憤死,18
憤然,18
奮然,18
憤怒,18
憤懣,18
ぶうぶう,6
不格好,6
無様,9
憮然,6
物騒,15
仏頂面,6
ぶつくさ,6
ぶるぶる,1
無礼,18
ぷいと,18
ぷりぷり,18
ぷんぷん,18
平安,0
平穏,0
平気,0
閉口,13
平静,0
平然,0
へいちゃら,0
辟易,18
臍を曲げる,18
下手糞,6
下手の横好き,10
反吐,15
へどもど,13
偏愛,10
べそをかく,2
法悦,5
頬が火照る,15
放心,13
放心状態,13
法楽,14
頬を染める,15
朗か,0
北叟笑む,0
ほくほく,5
誇らしい,17
誇らしさ,17
誇り,17
誇る,17
綻ばす,17
綻びる,17
綻ぶ,17
ほっと,0
火照る,15
仄仄,0
微笑み,5
微笑む,5
褒めそやす,0
褒め讃える,0
褒めちぎる,0
褒める,0
惚れ込む,10
惚れ惚れ,10
惚れる,10
ほろっと,7
ほろ苦い,1
ほろほろ,2
ほろり,2
望外,5
呆然,3
惘然,3
茫然,3
暴慢,6
亡羊の嘆,11
慕情,10
母性愛,10
勃然,18
ぼろぼろ,1
ぼんやりする,15
ぼうっとなる,15
ぽうっとなる,15
ぽかんとする,15
ぽろぽろ,2
ぽろり,2
まがまがしい,15
間が悪い,6
負け惜しみ,7
まごつく,13
まごまご,13
まさかの,13
不味い,6
貧しい,9
まだるっこい,6
待ち焦がれる,16
待ち遠しい,16
真っ暗,6
真っ青,1
真っ平,15
惑い,13
惑う,13
惑わす,13
眩しい,10
眉が晴れる,0
眉根を顰める,16
眉を曇らす,15
眉を顰める,16
眉を開く,0
迷い,11
迷う,11
回りくどい,6
満悦,5
満更でもない,5
満足,5
満足感,5
満面朱を注ぐ,15
見上げる,10
身勝手,6
見下す,3
見縊る,3
見苦しい,3
見事,7
見下げる,3
惨め,9
惨めさ,9
みすぼらしい,6
見づらい,6
見染める,10
満たされる,0
乱れる,8
満ち足りる,0
みっともない,6
みっともよくない,6
見惚れる,10
醜い,6
見憎い,6
身の毛が弥立つ,1
身震いがする,1
みみっちい,6
身悶え,1
身悶える,1
身も縮む,1
未練,7
未練がましい,7
身を切られる,2
身を裂く,2
むかっと,18
向っ腹,18
向っ腹が立つ,18
向っ腹を立てる,18
むかつく,18
むかむか,18
無我夢中,10
向きになる,18
無気力,15
惨たらしい,9
むさい,6
むさくるしい,6
蒸し暑い,6
虫酸が走る,15
むしゃくしゃ,18
むずかる,18
むず痒い,6
むずむず,8
咽び泣き,2
咽び泣く,2
咽ぶ,5
噎せる,5
夢中になる,10
むっと,18
むつまじい,10
胸糞が悪い,18
胸苦しい,1
胸騒ぎ,15
空しい,2
虚しい,2
虚しさ,2
胸躍る,14
胸を撫で下ろす,0
胸が熱くなる,7
胸が痛くなる,2
胸が一杯になる,5
胸がすく,0
胸が潰れる,2
胸が詰まる,1
胸が轟く,8
胸が弾む,14
胸が早鐘を打つ,14
胸が張り裂ける,2
胸が塞がる,15
胸が震える,7
胸が悪い,15
胸につかえる,11
胸を痛める,11
胸を打たれる,7
胸を抉られる,15
胸を躍らせる,5
胸を焦がす,10
胸を締め付けられる,2
胸を締められる,2
胸を突かれる,13
胸を膨らませる,8
無念,7
無念さ,7
無念遣る方ない,7
むらむら,8
滅入り込む,15
滅入る,15
迷惑,18
目が潤む,2
目頭が熱くなる,7
目障り,15
目尻を下げる,5
めずらしい,13
めそめそ,2
めでたい,0
目に角を立てる,18
眩暈,2
女々しい,6
メロメロ,10
目を白黒させる,13
目をパチクリさせる,13
眼を伏せる,13
目を細める,5
目を丸くする,13
目を瞠る,13
目を剥く,18
面食らう,13
面倒い,6
面倒,6
面倒臭い,6
面目無い,15
盲愛,10
申し分ない,7
申し訳ない,2
燃え尽きる,15
もじもじする,15
悶え,1
悶える,1
もどかしい,18
もどかしがる,18
もどかしさ,18
物哀れ,9
物憂い,15
懶い,15
懶さ,15
物怖じ,1
物恐ろしい,1
物思い,11
物悲しい,2
物悲しさ,2
物淋しい,2
